Destination.Port,Protocol,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Average.Packet.Size,SYN.Flag.Count,ACK.Flag.Count,PSH.Flag.Count,ProtocolName
80,6,441314.0,5.0,5.0,739.0,219.0,95.8,0,0,1,FTP_DATA
20,6,338094.5926646166,12.7508361611,9.6855358035,4915.2439037371,315.0037126957,278.8564761843,0,1,1,FTP_DATA
0,0,222.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
3128,6,607856.0,14.0,17.0,3078.0,1942.0,161.935483871,0,0,1,GMAIL
55151,6,155.0,4.0,0.0,122.0,0.0,32.0,0,1,0,HTTP
51242,17,117697626.0,1319.0,1352.0,170402.0,50944.0,82.894421565,0,0,0,DNS
50729,6,48.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
443,6,160.0,2.0,1.0,12.0,31.0,16.3333333333,0,0,0,SSL
0,0,262.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
3571,6,626.0,1.0,2.0,0.0,0.0,0.0,0,1,0,HTTP
443,6,153586.0,1.0,1.0,0.0,0.0,0.0,0,1,0,GMAIL
3187,6,779.0,1.0,1.0,0.0,0.0,0.0,0,1,0,HTTP
0,0,671.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
0,1,244.7462775369,4.3636432503,4.041904066,0.0,0.0,0.0,0,0,0,IP_ICMP
3128,6,1151378.0,26.0,27.0,2072.0,7615.0,182.7735849057,0,0,1,GMAIL
80,6,201.0,2.0,0.0,0.0,0.0,0.0,0,1,0,FTP_DATA
53,17,111438358.2547082,1262.7783850248,1132.8603279301,47027.1384035232,164132.7805465765,88.2565719131,0,1,0,DNS
20,6,22.1916541901,0.999152726,1.2895108053,0.0,0.0,0.0,0,1,0,FTP_DATA
22,6,131216759.8001926,68.9532099374,65.7051533058,4573.3759095395,5744.4231236086,123.8828466427,1,1,0,SSH
20,6,69.8550877829,0.9842938945,1.080850621,7.7638649016,5.5792212943,8.3392680268,0,1,0,FTP_DATA
54944,17,119974632.0,587.0,943.0,73307.0,36885.0,72.0908496732,0,0,0,DNS
20,6,517554.0467791325,9.3318155433,6.8552593595,1510.7643522257,502.3979026344,99.3228760606,0,1,1,FTP_DATA
0,0,185.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
0,0,232.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,1321446.0,18.0,14.0,7020.0,6969.0,437.15625,0,0,1,SSL
20,6,40326876.90181842,4.2994112959,6.5161543274,35.7150944582,259.4050615218,27.8398476136,0,1,1,FTP_DATA
22,6,124111076.67067283,958.3892907052,1035.5301359398,199229.7587803256,614515.6651785811,449.7997101987,1,1,0,SSH
60085,6,312.0,1.0,2.0,6.0,12.0,8.0,0,1,0,HTTP
22,6,35168350.81617431,1.5081396803,0.0,573.8299917322,0.0,499.3814663403,1,1,0,SSH
0,0,119.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53,17,119378453.0,1037.0,1043.0,40223.0,135863.0,84.6725961538,0,0,0,DNS
3128,6,9055824.0,7.0,21.0,998.0,4089.0,181.6785714286,0,0,1,HTTP
80,6,119590674.0,1129.0,871.0,1436.0,1253652.0,628.262,1,1,0,HTTP
443,6,153676.0,1.0,3.0,46.0,60.0,38.0,1,1,0,GMAIL
0,0,306.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,116100639.0,907.0,1108.0,437213.0,614363.0,521.8739454094,0,0,1,GMAIL
51746,6,2.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
443,6,19209463.0,8.0,6.0,643.0,6147.0,485.0,0,0,1,SSL
56970,6,40413185.0,17.0,16.0,10000.0,1446.0,388.3636363636,1,1,0,GMAIL
0,0,242.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53,17,111539500.89298046,770.605262738,496.8446399849,28652.0062054415,61822.5418305228,75.49865928,0,1,0,DNS
51419,6,266.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
22,6,110159790.79877296,4397.3936002893,3181.3636982027,14226771.63974796,127113.2125667934,1619.3159191914,1,1,0,SSH
20,6,428.5463543558,1.1394199243,1.710449562,0.0,0.0,0.0,0,1,0,FTP_DATA
3128,6,333.0,3.0,2.0,77.0,12.0,17.8,0,1,0,GMAIL
3128,6,198965.0,2.0,3.0,58.0,156.0,53.2,1,1,0,GMAIL
20,6,12.0116481654,0.9174033257,1.2881017475,0.0,0.0,0.0,0,1,0,FTP_DATA
22,6,20195516.0,15.0,9.0,1980.0,1237.0,134.0416666667,0,0,1,SSH
22,6,18172916.324924096,12.6143857421,7.7701775906,3093.3919254254,1177.4801325427,163.7658900651,1,1,1,SSH
53,17,119941702.0,3387.0,1355.0,127860.0,186916.0,66.3890763391,0,0,0,DNS
61319,6,1222.0,1.0,1.0,6.0,6.0,9.0,0,1,0,HTTP
3128,6,112352673.0,405.0,510.0,44499.0,534235.0,632.7628,1,1,0,GMAIL
20,6,395391.8072922166,9.6863761834,8.3154142253,1262.1743360567,486.4432678159,121.2763649206,0,1,1,FTP_DATA
443,6,148938.0,1.0,2.0,0.0,0.0,0.0,0,1,0,SSL
0,1,189.2358110134,2.7307618582,3.2405999383,0.0,0.0,0.0,0,0,0,IP_ICMP
22,6,96770138.7494453,6754.5164608587,3456.7579377703,12525222.78994847,151278.0973250245,1747.8623920249,1,1,0,SSH
20,6,435938.7985843353,5.504890299,3.5738003089,1804.6930422211,217.4686690492,213.5585400697,0,1,1,FTP_DATA
22,6,2914908.9758868525,1.6220104515,0.0,216.5890771072,0.0,299.4225471866,1,1,0,SSH
49912,6,412.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
22,6,81998981.78759189,7.7424293749,0.0,2242.0668028159,0.0,319.9700750124,1,1,0,SSH
49886,6,85.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
0,0,150.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
22,6,11432205.963866098,20.9014023554,11.5354768501,1900.6464804252,2551.3551795276,217.3651195283,1,1,1,SSH
0,0,745.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
80,6,416298.0,6.0,5.0,2477.0,218.0,245.0,0,0,1,HTTP
0,0,501.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
80,6,11807997.0,15.0,8.0,722.0,388.0,48.2608695652,0,0,1,HTTP
443,6,812171.0,11.0,8.0,2292.0,5143.0,391.3157894737,0,0,1,GMAIL
3128,6,114084014.0,15.0,19.0,2949.0,1666.0,135.7352941176,0,0,1,GMAIL
53,17,133.0,1.0,1.0,24.0,24.0,36.0,0,0,0,DNS
53,17,128669424.130982,1052.4931942955,497.9190505792,36045.0850847518,66486.6596181224,63.9929657429,0,0,0,DNS
0,0,462.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,11076095.0,64.0,52.0,948.0,43576.0,385.3965517241,1,1,0,SSL
0,0,1388.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
22,6,20900931.197159298,17.4394990847,7.5252787115,3197.6728975137,1311.2855920841,184.0653235365,1,1,1,SSH
20,6,217.732548334,2.3604757506,0.0,12.8752638847,0.0,8.4586287114,0,1,0,FTP_DATA
51474,6,466.0,1.0,1.0,6.0,6.0,9.0,0,1,0,HTTP
443,6,738884.0,17.0,10.0,9682.0,5995.0,580.6296296296,0,0,1,SSL
54138,6,1166.0,1.0,3.0,0.0,0.0,0.0,0,1,0,SSL
20,6,315.4829889558,1.0025547253,0.8394611954,0.0,0.0,0.0,0,1,0,FTP_DATA
20,6,975487.446096268,4.5495744701,5.89307638,676.1236896998,264.8490819506,72.2826068886,0,1,1,FTP_DATA
3128,6,1.0,3.0,0.0,6.0,0.0,2.0,0,1,0,FTP_DATA
53,17,118966444.0,1072.0,1065.0,42185.0,134371.0,82.6359382312,0,0,0,DNS
3128,6,1400270.0,13.0,18.0,1063.0,25454.0,884.7741935484,1,1,0,GMAIL
443,6,99260392.0,40.0,36.0,4561.0,5352.0,130.4342105263,0,0,1,GMAIL
20,6,22795784.357363187,5.3519240467,3.3724114047,494.610507692,147.7908135175,101.4589170287,0,1,1,FTP_DATA
20,6,10269849.92247213,3225.5964680922,2440.35623667,3896527.464915011,26197.160476611,658.9668954719,0,1,1,FTP_DATA
80,6,7973.0,3.0,3.0,166.0,0.0,27.6666666667,0,0,1,HTTP
20,6,43972742.40268426,8.3464998768,11.0655750968,0.0,9757.4859878656,603.6419356297,0,1,1,FTP_DATA
53,17,652.0,1.0,1.0,22.0,22.0,33.0,0,0,0,DNS
20,6,447602.8981045476,5.6629833808,15.9705487233,7297.4633684612,414.4655540615,294.8251257706,0,1,1,FTP_DATA
443,6,115222264.0,49.0,58.0,5776.0,8939.0,137.523364486,0,0,1,GMAIL
0,0,310.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
20,6,312862.1192931284,4.4944468076,6.5439370379,1635.5712274425,342.6358694351,134.8216416024,0,1,1,FTP_DATA
443,6,5342399.0,14.0,14.0,570.0,317.0,31.6785714286,0,0,1,SSL
22,6,18921862.86247655,17.4304457087,8.9244093895,1839.6144954306,2409.2761567863,211.1789861214,1,1,1,SSH
22,6,110847800.05199316,4651.1457283191,2815.9111852667,13195451.399632584,112565.8204862587,1234.9995265459,1,1,0,SSH
2198,6,297.0,1.0,2.0,0.0,0.0,0.0,0,1,0,HTTP
20,6,52.9475968694,0.743631896,2.9538214527,0.0,0.0,0.0,0,1,0,FTP_DATA
51242,17,40259565.0,418.0,414.0,58176.0,16230.0,89.4807692308,0,0,0,DNS
20,6,7330981.129848746,6.4053637828,16.461990826,38.3854394345,15700.7819824926,442.9810071975,0,1,1,FTP_DATA
443,6,979503.0,12.0,9.0,822.0,7046.0,374.6666666667,0,0,1,SSL
20,6,12.9671072523,2.2365695794,0.0,10.357440035,0.0,6.5805184358,0,1,0,FTP_DATA
53,17,119890752.0,1542.0,725.0,57950.0,98548.0,69.0529333921,0,0,0,DNS
53,17,102327962.0,16.0,0.0,600.0,0.0,39.125,0,0,0,DNS
20,6,210636.9513582401,4.67108627,4.652460871,684.614942017,272.2999214302,94.2442472668,0,1,1,FTP_DATA
22,6,36285496.1435525,2.3084006471,0.0,499.5656751246,0.0,352.6340956888,1,1,0,SSH
443,6,116643645.0,72.0,88.0,1541.0,125608.0,794.68125,0,0,1,SSL
22,6,87388766.78417821,21.7876219215,21.6024513617,942.8301219614,542.0265111959,39.6375080517,1,1,0,SSH
443,6,118068128.0,32.0,26.0,3190.0,7636.0,186.6551724138,0,0,1,GMAIL
443,6,168553.0,1.0,2.0,0.0,0.0,0.0,0,1,0,SSL
53,17,119944400.0,1361.0,733.0,52104.0,95440.0,70.4780324737,0,0,0,DNS
53,17,119996713.0,872.0,432.0,34584.0,57772.0,70.8496932515,0,0,0,DNS
48656,6,80459309.0,21.0,13.0,4005.0,3998.0,237.4117647059,1,1,0,SSL
53,17,600.0,2.0,2.0,100.0,202.0,88.0,0,0,0,DNS
3128,6,435.0,2.0,2.0,12.0,0.0,4.5,0,1,0,GMAIL
20,6,6095.0296701497,3.5702333881,0.0,4.9379464483,0.0,2.4133803592,0,1,0,FTP_DATA
57674,6,1.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
443,6,437362.0,11.0,6.0,1466.0,320.0,105.0588235294,0,0,1,GMAIL
53,17,119336644.0,1298.0,1290.0,50017.0,158992.0,80.7828438949,0,0,0,DNS
53,17,103434047.0,1202.0,629.0,46299.0,67465.0,62.1551064992,0,0,0,DNS
53,17,119716260.0,1622.0,902.0,61304.0,113423.0,69.2400950872,0,0,0,DNS
0,0,278.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
57535,6,913.0,1.0,2.0,6.0,12.0,8.0,0,1,0,HTTP
20,6,53686407.50593556,10.6493850054,15.7867439509,1449.799994183,249.8302282595,78.1275247007,0,1,1,FTP_DATA
443,6,12345.0,2.0,3.0,92.0,120.0,51.6,1,1,0,SSL
22,6,10873371.515608177,21.1143654941,9.5493521389,2285.2103747354,3379.2121057609,168.108094498,1,1,1,SSH
3128,6,245.0,1.0,4.0,6.0,24.0,7.2,0,1,0,FTP_DATA
443,6,93295.0,8.0,6.0,332.0,3648.0,284.2857142857,0,0,1,SSL
80,6,6099.0,3.0,3.0,169.0,0.0,28.1666666667,0,0,1,HTTP
22,6,72973246.57876198,6.9197785626,0.0,2133.3010748759,0.0,219.0381128324,1,1,0,SSH
53,17,122043530.33775967,1665.5550538318,1905.7619013757,62592.4005503832,240294.7390267541,78.7994271061,0,0,0,DNS
53,17,119615858.0,785.0,776.0,31224.0,98834.0,83.3465727098,0,0,0,DNS
0,0,637.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,146.0,2.0,0.0,0.0,0.0,0.0,0,1,0,SSL
20,6,16.1761977089,1.1509276735,1.1057667618,0.0,0.0,0.0,0,1,0,FTP_DATA
53,17,119954570.0,1385.0,1258.0,54471.0,173009.0,86.0821036701,0,0,0,DNS
20,6,26672889.304992005,4.0999079499,5.2410290719,1368.6544981521,249.0846061332,160.158533599,0,1,1,FTP_DATA
0,0,305.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
57429,17,58410625.0,394.0,753.0,40686.0,29206.0,60.9659982563,0,0,0,DNS
443,6,115775505.0,22.0,24.0,3153.0,1571.0,104.8260869565,1,1,0,SSL
443,6,518.0,6.0,0.0,0.0,0.0,0.0,0,1,0,SSL
443,6,1656743.0,11.0,12.0,228.0,2328.0,111.1304347826,0,0,1,GMAIL
3128,6,75460685.0,7.0,36.0,467.0,5930.0,148.9069767442,0,1,0,GMAIL
55319,6,8.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
58905,6,105.0,1.0,1.0,6.0,6.0,9.0,0,1,0,HTTP
0,0,551.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,11888805.0,13.0,10.0,2314.0,274.0,112.5217391304,0,0,1,SSL
80,6,55.0,1.0,1.0,0.0,0.0,0.0,0,1,0,HTTP
443,6,116064.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
54799,6,3343134.0,43.0,0.0,994.0,0.0,23.1162790698,0,1,1,HTTP
0,0,713.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53,17,118845695.0,975.0,525.0,37239.0,67324.0,69.7926666667,0,0,0,DNS
20,6,351125.9742330966,12.1403052348,11.8914147709,4779.4886609591,325.7543887105,234.1760667328,0,1,1,FTP_DATA
443,6,771865.0,20.0,13.0,2977.0,518.0,105.9090909091,0,0,1,GMAIL
80,6,163.0,1.0,3.0,0.0,0.0,0.0,0,1,0,HTTP
443,6,352181.0,9.0,9.0,446.0,4648.0,305.2222222222,1,1,0,GMAIL
3128,6,118332404.0,30.0,30.0,5230.0,7584.0,213.5666666667,0,0,1,GMAIL
53,17,115588823.44603738,658.6923436107,703.0000465561,91360.8542427951,26766.4441128268,80.6724747072,0,0,0,DNS
3128,6,3135.0,1.0,1.0,6.0,6.0,9.0,0,1,0,GMAIL
0,1,95.0134460758,3.0886280723,4.6516976051,0.0,0.0,0.0,0,0,0,IP_ICMP
51525,6,15545.0,1.0,1.0,6.0,6.0,9.0,0,1,0,HTTP
443,6,373812.0,7.0,6.0,421.0,142.0,69.84615,1,1,0,GMAIL
3128,6,104963720.0,4.0,7.0,24.0,132.0,14.7272727273,0,1,0,GMAIL
53,6,40.0,2.0,0.0,0.0,0.0,0.0,0,1,0,DNS
0,0,101.0,3.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
3128,6,374330.0,6.0,5.0,4576.0,5006.0,871.0909090909,0,0,1,FTP_DATA
3128,6,70046058.0,14.0,19.0,914.0,10031.0,333.0606060606,1,1,0,GMAIL
443,6,202124.0,5.0,6.0,788.0,438.0,111.4545454545,0,0,1,SSL
41696,6,1268421.0,6.0,6.0,359.0,84.0,41.5833333333,1,1,0,SSL
53,17,67.9357148711,0.9468411808,1.8006822148,0.0,0.0,0.0,0,1,0,DNS
22,6,10481451.0,14.0,10.0,1692.0,2433.0,171.875,0,0,1,SSH
443,6,126676.0,8.0,5.0,332.0,5579.0,454.6923076923,0,0,1,SSL
80,6,395946.0,7.0,13.0,563.0,21621.0,1109.2,0,0,1,HTTP
0,0,343.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
22,6,2492071.0183817665,1.7055064716,0.0,287.0142770619,0.0,334.8328296647,1,1,0,SSH
53,17,119239485.0,220.0,161.0,8508.0,22669.0,81.9396325459,0,0,0,DNS
3128,6,2258938.0,17.0,16.0,5153.0,2411.0,229.2121212121,0,0,1,GMAIL
20,6,4874.1144452395,1.1682713349,2.5373121609,4.9841552772,13.9516271356,6.5185425646,0,1,0,FTP_DATA
80,6,5753591.0,4.0,4.0,633.0,240.0,109.125,0,0,1,HTTP
49729,6,26.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
3128,6,14494270.0,12.0,19.0,1478.0,156.0,52.7096774194,0,0,1,GMAIL
22,6,65155024.679922976,8.0064950205,0.0,1767.5736398512,0.0,348.1401018131,1,1,0,SSH
0,0,357.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
22,6,3166804.392507081,12.9439749462,11.2665420204,1957.1898022402,1455.2635703973,108.0810388921,1,1,1,SSH
53,17,72771877.89698823,791.4965940805,784.8347575695,29256.7098801874,92784.7043352758,83.2475982375,0,1,0,DNS
443,6,34.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
2935,6,29.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
20,6,400014.9694069024,5.3451771055,16.516831678,3824.6747513323,1468.7733886078,181.3269928227,0,1,1,FTP_DATA
2583,6,328.0,1.0,2.0,0.0,0.0,0.0,0,1,0,HTTP
443,6,188020.0,12.0,10.0,2442.0,274.0,123.4545454545,0,0,1,SSL
53,17,74446531.3366475,867.5962722729,518.0004277643,35353.1702664644,70076.1042467745,77.2821034308,0,0,0,DNS
0,0,768.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
20,6,11590.3426164986,1.0196672308,11.1429136556,6.383073796,75.1760210637,7.9389645816,0,1,0,FTP_DATA
20,6,8.4286333416,1.6416448931,0.0,12.73105353,0.0,6.8713581548,0,1,0,FTP_DATA
3128,6,630.0,1.0,1.0,6.0,6.0,9.0,0,1,0,GMAIL
53,17,454.0,2.0,2.0,44.0,44.0,27.5,0,0,0,DNS
22,6,105650810.88194446,5056.9343491294,3606.3694788007,11880559.89613478,86793.9778630906,1675.8988116091,1,1,0,SSH
22,6,20462487.9356884,19.0756592556,10.4418232532,2977.4173250803,2596.5577200627,175.462348757,1,1,1,SSH
53,17,119754525.0,1378.0,1368.0,52716.0,174879.0,82.9304442826,0,0,0,DNS
0,0,100.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
0,0,188.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,197315.0,5.0,5.0,181.0,272.0,58.8,1,1,0,SSL
20,6,290675.3250157642,4.2146892974,3.2038375976,487.3644042697,324.3332051252,126.8227856385,0,1,1,FTP_DATA
443,6,112173145.0,19.0,17.0,2331.0,1482.0,107.3611111111,1,1,0,GMAIL
33396,6,1023.0,2.0,5.0,126.0,0.0,27.0,1,1,0,SSL
0,0,746.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
3128,6,391941.0,4.0,6.0,2195.0,337.0,253.2,0,0,1,FTP_DATA
443,6,2002123.0,5.0,7.0,24.0,138.0,13.5,0,1,0,GMAIL
443,6,192.0,1.0,2.0,63.0,63.0,63.0,1,1,0,GMAIL
3128,6,59957184.0,4.0,2.0,24.0,55.0,14.1666666667,0,1,0,GMAIL
56728,6,237.0,1.0,5.0,6.0,80.0,15.3333333333,0,1,0,HTTP
80,6,309745.0,12.0,9.0,2182.0,303.0,118.3333333333,0,0,1,HTTP
0,0,117.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
20,6,1195.3498553322,3.3461926416,0.0,19.9696729945,0.0,5.7739015624,0,1,0,FTP_DATA
22,6,138527262.43764818,49.7578110173,65.3332613052,18790.1717222845,2754.3046218144,232.8239377629,1,1,0,SSH
80,6,345796.0,7.0,6.0,3250.0,3036.0,483.5384615385,0,0,1,FTP_DATA
443,6,9693107.0,7.0,5.0,733.0,258.0,82.5833333333,0,0,1,GMAIL
0,0,772.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
0,0,286.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
2048,6,453840.0,6.0,6.0,1460.0,288.0,145.6666666667,0,0,1,FTP_DATA
20,6,33304935.05840645,6.9122207657,8.6262924129,2772.0897097824,345.980593767,137.1915185568,0,1,1,FTP_DATA
443,6,777810.0,18.0,15.0,1587.0,5180.0,205.0606060606,0,0,1,GMAIL
443,6,112732204.0,141.0,142.0,104279.0,52665.0,561.8657243816,1,1,0,GMAIL
53,17,119854309.0,1601.0,528.0,62913.0,69764.0,62.3339596054,0,0,0,DNS
0,0,209.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53,17,130036930.81387743,1624.7134726129,1473.2670546929,65303.2951612604,215457.7154501833,79.5125274595,0,0,0,DNS
80,6,371074.0,7.0,5.0,254.0,236.0,40.8333333333,0,0,1,HTTP
443,6,187.0,1.0,1.0,55.0,0.0,55.0,1,1,0,GMAIL
20,6,777.5472330816,1.7623410254,0.0,13.9238061169,0.0,9.550243558,0,1,0,FTP_DATA
20,6,7309.7183099211,3.1586094091,0.0,15.5230977504,0.0,3.9120443749,0,1,0,FTP_DATA
443,6,89463.0,19.0,41.0,114.0,81760.0,1364.6666666667,0,1,0,SSL
443,6,7452190.0,10.0,12.0,2799.0,1624.0,201.0454545455,0,0,1,GMAIL
80,6,9962358.0,11.0,11.0,1931.0,2548.0,203.5909090909,0,0,1,HTTP
61377,6,542.0,1.0,1.0,6.0,6.0,9.0,0,1,0,HTTP
443,6,362581.0,10.0,10.0,890.0,2038.0,166.35,1,1,0,GMAIL
3128,6,90680193.0,15.0,19.0,1916.0,5265.0,211.2058823529,0,0,1,GMAIL
20,6,2.4814300428,1.9968980909,0.0,8.9305922785,0.0,7.3245536862,0,1,0,FTP_DATA
48859,17,119743131.0,961.0,1253.0,125089.0,48071.0,78.278229449,0,0,0,DNS
22,6,104476236.8860434,450.7222341921,293.4822902205,79963.2535978143,214775.3410297608,434.9444741327,1,1,0,SSH
443,6,26145761.0,9.0,7.0,477.0,933.0,91.875,1,1,0,GMAIL
61396,6,56.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
0,1,218.0072718832,2.7299542805,2.943289262,0.0,0.0,0.0,0,0,0,IP_ICMP
20,6,537818.1275884367,4.9146980557,3.1744771014,783.4478408408,182.7252062324,88.8275889777,0,1,1,FTP_DATA
22,6,40722408.55469296,3.6447407998,0.0,734.4884316977,0.0,322.2286037282,1,1,0,SSH
0,0,460.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
3128,6,91148665.0,12.0,16.0,629.0,25893.0,947.4285714286,0,1,0,GMAIL
0,0,614.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
0,0,913.0,3.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,2.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
443,6,93204876.0,13.0,13.0,367.0,81.0,22.03846,1,1,0,SSL
53,17,119554217.0,1100.0,603.0,42508.0,78384.0,71.0082207868,0,0,0,DNS
20,6,775.8316865973,0.7641358106,4.133696043,7.6126518733,21.9713840205,5.3801048726,0,1,0,FTP_DATA
48859,17,119444812.0,638.0,1954.0,82454.0,76085.0,61.1832561728,0,0,0,DNS
0,0,690.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
80,6,32.0,1.0,2.0,0.0,0.0,0.0,0,1,0,HTTP
443,6,381726.0,31.0,56.0,4062.0,90924.0,1091.7931034483,0,0,1,SSL
20,6,212.9042982752,1.2484858771,1.6938925784,6.0768922882,13.4543221674,10.2527938643,0,1,0,FTP_DATA
22,6,100066555.36477011,3.7618407227,0.0,1018.6930981921,0.0,292.9797212917,1,1,0,SSH
443,6,119995502.0,11.0,16.0,6513.0,3960.0,464.2593,1,1,0,GMAIL
53,17,29608797.0,281.0,270.0,10651.0,36769.0,86.1215970962,0,0,0,DNS
3128,6,359037.0,10.0,9.0,1660.0,1180.0,188.5263157895,1,1,0,GMAIL
443,6,128011.0,9.0,9.0,54.0,24832.0,1382.8888888889,0,1,0,SSL
0,0,12248.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
43826,6,80017568.0,6.0,6.0,558.0,0.0,52.25,1,1,0,SSL
0,0,323.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,108713745.0,61.0,55.0,1188.0,7262.0,73.9051724138,1,1,0,SSL
20,6,383.1580808719,2.1042550416,0.0,9.8443322436,0.0,7.3402147625,0,1,0,FTP_DATA
20,6,60947304.54997515,5.963415147,6.1278831119,2631.802877759,1166.4267822929,362.383367612,0,1,1,FTP_DATA
53,17,235.0,1.0,1.0,24.0,24.0,36.0,0,0,0,DNS
0,0,783.0,4.0,3.0,0.0,0.0,0.0,0,0,0,IP_ICMP
53,17,102727066.0,972.0,525.0,37973.0,68962.0,71.460253841,0,0,0,DNS
3128,6,1.0,2.0,0.0,12.0,0.0,9.0,0,1,0,GMAIL
443,6,6882.0,11.0,6.0,1136.0,274.0,82.9411764706,0,0,1,SSL
20,6,138876601.7943086,44.1186892287,14.1185998946,19053.6461218505,803.0829825652,413.0347236042,1,1,0,FTP_DATA
0,0,242.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
0,0,290.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
0,0,1017.0,4.0,4.0,0.0,0.0,0.0,0,0,0,IP_ICMP
443,6,99667935.0,423.0,524.0,184770.0,316979.0,530.2196409715,1,1,0,GMAIL
49895,6,20547193.0,30.0,0.0,7641.0,0.0,254.7,0,1,1,HTTP
443,6,345001.0,5.0,5.0,422.0,1082.0,188.8,1,1,0,GMAIL
54645,6,1046.0,1.0,1.0,6.0,6.0,9.0,0,1,0,HTTP
65349,6,600.0,2.0,0.0,12.0,0.0,9.0,0,1,0,HTTP
443,6,67810630.0,444.0,499.0,11454.0,851084.0,914.9066808059,1,1,0,SSL
443,6,3323528.0,10.0,6.0,390.0,5451.0,365.0625,0,0,1,SSL
443,6,1420873.0,11.0,8.0,1136.0,304.0,75.7894736842,0,0,1,SSL
443,6,23688895.0,15.0,18.0,3371.0,4017.0,248.2121212121,1,1,0,GMAIL
443,6,139.0,1.0,1.0,0.0,0.0,0.0,0,1,0,SSL
80,6,25.0,1.0,1.0,0.0,0.0,0.0,0,1,0,HTTP
3128,6,90845358.0,13.0,81.0,2174.0,6085.0,87.8617021277,0,0,1,GMAIL
0,0,271.0,3.0,5.0,0.0,0.0,0.0,0,0,0,IP_ICMP
80,6,378.0,5.0,0.0,0.0,0.0,0.0,0,1,0,HTTP
443,6,2227523.0,11.0,6.0,515.0,4714.0,307.5882352941,0,0,1,SSL
53,17,4446885.0,16.0,15.0,520.0,2190.0,88.4193548387,0,0,0,DNS
80,6,419858.0,9.0,11.0,1897.0,220.0,105.85,0,0,1,FTP_DATA
